ID,Text,Specific_Sentiment,General_Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
681,Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,Neutral/Calm,10/4/2023 18:20,BookRecommendationsHighSchool,Facebook,#BookClub #HighSchoolReads,19,38,UK,2023,10,4,18
682,Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,Neutral/Calm,10/5/2023 14:15,BakeSaleRecipeExperimentHighSchool,Instagram,#BakingAdventures #HighSchoolBakes,21,43,USA,2023,10,5,14
683,Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,Neutral/Calm,10/6/2023 17:30,SchoolProjectCollaborationHighSchool,Twitter,#Teamwork #HighSchoolProjects,18,36,Canada,2023,10,6,17
684,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,Neutral/Calm,10/7/2023 20:45,ExtracurricularExplorationHighSchool,Instagram,#SchoolClubs #HighSchoolInterests,22,45,UK,2023,10,7,20
685,Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,Neutral/Calm,10/8/2023 15:15,PartTimeJobExplorationHighSchool,Facebook,#CareerDevelopment #HighSchoolJobs,24,48,USA,2023,10,8,15
686,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,Neutral/Calm,10/9/2023 22:00,SchoolAssemblyParticipationHighSchool,Twitter,#SchoolEvents #HighSchoolConnectivity,20,40,Canada,2023,10,9,22
687,Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,Neutral/Calm,10/10/2023 14:15,PhotographyHobbyHighSchool,Instagram,#PhotographyJourney #HighSchoolHobbies,25,49,UK,2023,10,10,14
688,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,Neutral/Calm,10/11/2023 16:45,ScienceFairParticipationHighSchool,Facebook,#ScienceFair #HighSchoolScience,19,37,USA,2023,10,11,16
689,Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,Neutral/Calm,10/12/2023 18:20,TimeManagementWorkshopHighSchool,Twitter,#EfficiencyGoals #HighSchoolSkills,23,44,Canada,2023,10,12,18
690,Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,Neutral/Calm,10/13/2023 12:30,CharityEventVolunteerHighSchool,Instagram,#CommunityService #HighSchoolVolunteer,20,39,UK,2023,10,13,12
691,Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,Neutral/Calm,10/14/2023 17:30,GroupProjectCollaborationHighSchool,Facebook,#TeamSpirit #HighSchoolProjects,18,35,USA,2023,10,14,17
692,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,Neutral/Calm,10/15/2023 20:45,DebateClubParticipationHighSchool,Twitter,#DebateSkills #HighSchoolIntellect,22,43,Canada,2023,10,15,20
693,Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,Joy/Happiness,10/16/2023 15:45,BirthdaySurpriseHighSchool,Instagram,#SurpriseParty #HighSchoolCelebration,27,52,UK,2023,10,16,15
694,Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,Joy/Happiness,10/17/2023 12:30,CodingSuccessHighSchool,Twitter,#CodingTriumph #HighSchoolTech,24,48,USA,2023,10,17,12
695,Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,Joy/Happiness,10/18/2023 16:45,TalentShowSupportHighSchool,Facebook,#TalentShow #HighSchoolEntertainment,19,38,Canada,2023,10,18,16
696,"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",Happy,Joy/Happiness,10/19/2023 18:20,WeekendHikeHighSchool,Instagram,#NatureAdventures #HighSchoolFriends,21,42,UK,2023,10,19,18
697,Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,Joy/Happiness,10/20/2023 14:15,SportsVictoryHighSchool,Twitter,#SportsTriumph #HighSchoolAthletics,26,50,USA,2023,10,20,14
698,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,Joy/Happiness,10/21/2023 17:30,PenPalConnectionHighSchool,Facebook,#GlobalFriendship #HighSchoolCorrespondence,23,45,Canada,2023,10,21,17
699,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,Joy/Happiness,10/22/2023 20:45,MuralCreationHighSchool,Instagram,#ArtCollaboration #HighSchoolCreativity,22,43,UK,2023,10,22,20
700,Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,Joy/Happiness,11/10/2015 16:45,ArtExhibitionJoyHighSchool,Instagram,#ArtisticExpression #HighSchoolCreativity,23,44,USA,2015,11,10,16
701,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,Joy/Happiness,9/14/2016 12:30,TrackFieldSuccessHighSchool,Twitter,#AthleticAchievement #HighSchoolSports,26,51,Canada,2016,9,14,12
702,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,Joy/Happiness,8/18/2017 18:20,ScienceProjectSuccessHighSchool,Facebook,#ScienceFairWinner #HighSchoolScience,20,39,UK,2017,8,18,18
703,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",Happy,Joy/Happiness,6/22/2018 14:15,BirthdayPartyJoyHighSchool,Instagram,#SurpriseCelebration #HighSchoolFriendship,25,48,USA,2018,6,22,14
704,Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,Joy/Happiness,4/5/2019 17:30,CharityFundraisingTriumphHighSchool,Twitter,#CommunityGiving #HighSchoolPhilanthropy,22,42,Canada,2019,4,5,17
705,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",Happy,Joy/Happiness,2/29/2020 20:45,MulticulturalFestivalJoyHighSchool,Facebook,#CulturalCelebration #HighSchoolUnity,21,43,UK,2020,2,29,20
706,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",Happy,Joy/Happiness,11/15/2020 15:15,VirtualTalentShowSuccessHighSchool,Instagram,#VirtualEntertainment #HighSchoolPositivity,24,47,USA,2020,11,15,15
